property_type,location,city,purpose,baths,bathroom,AreaType,AreaSize,AreaCategory,price,priceinrange,noofbedrooms,noofbaths
Flat,DHA Defence,Karachi,For Rent,Three,Three,Marla,14.2,10-15 Marla,175000,Between 1 to 5 lakh,3,3
Flat,F-8,Islamabad,For Rent,Zero,Three,Marla,11.7,10-15 Marla,250000,Between 1 to 5 lakh,3,0
Flat,Clifton,Karachi,For Rent,Four,Three,Marla,14.7,10-15 Marla,325000,Between 1 to 5 lakh,3,4
Flat,F-8,Islamabad,For Rent,Zero,Three,Marla,11.7,10-15 Marla,350000,Between 1 to 5 lakh,3,0
Flat,G. H. Q,Rawalpindi,For Rent,Zero,Four,Marla,10,5-10 Marla,45000,Between twenty-five to fifty thousand,4,0
Flat,Gulistan-e-Jauhar,Karachi,For Rent,Five,Four,Marla,11.2,10-15 Marla,45000,Between twenty-five to fifty thousand,4,5
Flat,F-11,Islamabad,For Rent,Four,Four,Marla,17.3,15-20 Marla,190000,Between 1 to 5 lakh,4,4
Flat,PWD Housing Scheme,Islamabad,For Sale,Zero,Zero,Marla,1.5,0-5 Marla,1750000,Between 10 lakh to 20 lakh,0,0
Flat,D-17,Islamabad,For Sale,Zero,Zero,Marla,2.2,0-5 Marla,2500000,Between 20 lakh to 30 lakh,0,0
Flat,Gulshan Park,Lahore,For Sale,Zero,Zero,Marla,2.5,0-5 Marla,2500000,Between 20 lakh to 30 lakh,0,0
Flat,Gadap Town,Karachi,For Sale,Zero,Zero,Marla,16.4,15-20 Marla,2900000,Between 20 lakh to 30 lakh,0,0
Flat,Aisha Manzil,Karachi,For Sale,Zero,Zero,Marla,2.6,0-5 Marla,4000000,Between 30 lakh to 50 lakh,0,0
Flat,Federal B Area,Karachi,For Sale,Zero,Zero,Marla,3.8,0-5 Marla,4500000,Between 30 lakh to 50 lakh,0,0
Flat,Federal B Area,Karachi,For Sale,Zero,Zero,Marla,2.9,0-5 Marla,5000000,Between 30 lakh to 50 lakh,0,0
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,Zero,Zero,Marla,3.3,0-5 Marla,5000000,Between 30 lakh to 50 lakh,0,0
Flat,E-11,Islamabad,For Sale,Zero,Zero,Marla,3.8,0-5 Marla,5000000,Between 30 lakh to 50 lakh,0,0
Flat,Scheme 33,Karachi,For Sale,Two,Zero,Marla,4,0-5 Marla,5049000,Between 50 lakh to 80 lakh,0,2
Flat,DHA Defence,Karachi,For Sale,Zero,Zero,Marla,2,0-5 Marla,5200000,Between 50 lakh to 80 lakh,0,0
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,Two,Zero,Marla,3.3,0-5 Marla,6000000,Between 50 lakh to 80 lakh,0,2
Flat,North Nazimabad,Karachi,For Sale,Zero,Zero,Marla,4,0-5 Marla,6000000,Between 50 lakh to 80 lakh,0,0
Flat,Bahria Town Karachi,Karachi,For Sale,Two,Zero,Marla,4.2,0-5 Marla,6000000,Between 50 lakh to 80 lakh,0,2
Flat,G-11,Islamabad,For Sale,Zero,Zero,Marla,4,0-5 Marla,6400000,Between 50 lakh to 80 lakh,0,0
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Zero,Zero,Marla,4.4,0-5 Marla,6500000,Between 50 lakh to 80 lakh,0,0
Flat,North Karachi,Karachi,For Sale,Zero,Zero,Marla,5.6,5-10 Marla,6500000,Between 50 lakh to 80 lakh,0,0
Flat,DHA Defence,Karachi,For Sale,Zero,Zero,Marla,4.2,0-5 Marla,7500000,Between 50 lakh to 80 lakh,0,0
Flat,Jamshed Road,Karachi,For Sale,Zero,Zero,Marla,5.6,5-10 Marla,9500000,Between 80 lakh to 1 crore,0,0
Flat,Diplomatic Enclave,Islamabad,For Sale,Zero,Zero,Marla,2.2,0-5 Marla,10000000,Between 80 lakh to 1 crore,0,0
Flat,Askari,Lahore,For Sale,Zero,Zero,Marla,10,5-10 Marla,12900000,Between 1 to 5 crore,0,0
Flat,DHA Defence,Karachi,For Sale,Zero,Zero,Marla,4.2,0-5 Marla,13500000,Between 1 to 5 crore,0,0
Flat,F-8,Islamabad,For Sale,Zero,Zero,Marla,8,5-10 Marla,17500000,Between 1 to 5 crore,0,0
Flat,Civil Lines,Karachi,For Sale,Zero,Zero,Marla,6.9,5-10 Marla,21000000,Between 1 to 5 crore,0,0
Flat,Garden Town,Lahore,For Sale,Zero,Zero,Marla,7,5-10 Marla,22500000,Between 1 to 5 crore,0,0
Flat,Korangi,Karachi,For Sale,Zero,One,Marla,1.6,0-5 Marla,1225000,Between 10 lakh to 20 lakh,1,0
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,1.3,0-5 Marla,1500000,Between 10 lakh to 20 lakh,1,1
Flat,Gulberg Town,Karachi,For Sale,Zero,One,Marla,1.2,0-5 Marla,1800000,Between 10 lakh to 20 lakh,1,0
Flat,Islamabad Highway,Islamabad,For Sale,One,One,Marla,1.6,0-5 Marla,1800000,Between 10 lakh to 20 lakh,1,1
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,2,0-5 Marla,2000000,Between 10 lakh to 20 lakh,1,1
Flat,Airline Housing Society,Lahore,For Sale,One,One,Marla,2.4,0-5 Marla,2000000,Between 10 lakh to 20 lakh,1,1
Flat,G-13,Islamabad,For Sale,Zero,One,Marla,4.2,0-5 Marla,2000000,Between 10 lakh to 20 lakh,1,0
Flat,Malir,Karachi,For Sale,One,One,Marla,1.8,0-5 Marla,2200000,Between 20 lakh to 30 lakh,1,1
Flat,Gulistan-e-Jauhar,Karachi,For Sale,One,One,Marla,2,0-5 Marla,2500000,Between 20 lakh to 30 lakh,1,1
Flat,Gulistan-e-Jauhar,Karachi,For Sale,One,One,Marla,2.2,0-5 Marla,2600000,Between 20 lakh to 30 lakh,1,1
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,1.8,0-5 Marla,2700000,Between 20 lakh to 30 lakh,1,1
Flat,E-11,Islamabad,For Sale,One,One,Marla,1.7,0-5 Marla,2800000,Between 20 lakh to 30 lakh,1,1
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,1.5,0-5 Marla,3000000,Between 20 lakh to 30 lakh,1,1
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,3.2,0-5 Marla,3500000,Between 30 lakh to 50 lakh,1,1
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,2.9,0-5 Marla,3800000,Between 30 lakh to 50 lakh,1,1
Flat,G-13,Islamabad,For Sale,Two,One,Marla,4.2,0-5 Marla,3900000,Between 30 lakh to 50 lakh,1,2
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,2,0-5 Marla,4000000,Between 30 lakh to 50 lakh,1,1
Flat,Islamabad Expressway,Islamabad,For Sale,Two,One,Marla,2.8,0-5 Marla,4290000,Between 30 lakh to 50 lakh,1,2
Flat,Bahria Town,Islamabad,For Sale,One,One,Marla,2.9,0-5 Marla,4800000,Between 30 lakh to 50 lakh,1,1
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,One,Marla,3.8,0-5 Marla,4800000,Between 30 lakh to 50 lakh,1,1
Flat,Bahria Town,Lahore,For Sale,One,One,Marla,2.2,0-5 Marla,5000000,Between 30 lakh to 50 lakh,1,1
Flat,Pir Sohawa,Islamabad,For Sale,One,One,Marla,2.6,0-5 Marla,5000000,Between 30 lakh to 50 lakh,1,1
Flat,Bahria Town,Lahore,For Sale,One,One,Marla,2.8,0-5 Marla,5000000,Between 30 lakh to 50 lakh,1,1
Flat,Bahria Town,Lahore,For Sale,One,One,Marla,2,0-5 Marla,5100000,Between 50 lakh to 80 lakh,1,1
Flat,Gulberg,Lahore,For Sale,One,One,Marla,1.7,0-5 Marla,7913000,Between 50 lakh to 80 lakh,1,1
Flat,Diplomatic Enclave,Islamabad,For Sale,One,One,Marla,2,0-5 Marla,10000000,Between 80 lakh to 1 crore,1,1
Flat,Diplomatic Enclave,Islamabad,For Sale,One,One,Marla,2.2,0-5 Marla,10500000,Between 1 to 5 crore,1,1
Flat,F-8,Islamabad,For Sale,One,One,Marla,3,0-5 Marla,16500000,Between 1 to 5 crore,1,1
Flat,Jinnah Avenue,Islamabad,For Sale,One,One,Marla,4.3,0-5 Marla,18400000,Between 1 to 5 crore,1,1
Flat,Blue Area,Islamabad,For Sale,One,One,Marla,4.3,0-5 Marla,19400000,Between 1 to 5 crore,1,1
Flat,DHA Defence,Karachi,For Sale,One,One,Marla,6,5-10 Marla,25000000,Between 1 to 5 crore,1,1
Flat,F-8,Islamabad,For Sale,Zero,One,Marla,5.1,5-10 Marla,27500000,Between 1 to 5 crore,1,0
Flat,DHA Defence,Karachi,For Sale,One,One,Marla,5.5,5-10 Marla,30500000,Between 1 to 5 crore,1,1
Flat,F-8,Islamabad,For Sale,Zero,One,Marla,5.1,5-10 Marla,31100000,Between 1 to 5 crore,1,0
Flat,Lyari Town,Karachi,For Sale,Two,Two,Marla,3.2,0-5 Marla,1700000,Between 10 lakh to 20 lakh,2,2
Flat,Ranchore Line Bazar,Karachi,For Sale,Zero,Two,Marla,3.1,0-5 Marla,2000000,Between 10 lakh to 20 lakh,2,0
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,One,Two,Marla,2,0-5 Marla,2100000,Between 20 lakh to 30 lakh,2,1
Flat,Gadap Town,Karachi,For Sale,One,Two,Marla,8.1,5-10 Marla,2120000,Between 20 lakh to 30 lakh,2,1
Flat,Liaquat Bagh,Rawalpindi,For Sale,One,Two,Marla,2,0-5 Marla,2200000,Between 20 lakh to 30 lakh,2,1
Flat,Falaknaz Presidency,Karachi,For Sale,Two,Two,Marla,3.3,0-5 Marla,2200000,Between 20 lakh to 30 lakh,2,2
Flat,Saddar Town,Karachi,For Sale,Zero,Two,Marla,2.9,0-5 Marla,2500000,Between 20 lakh to 30 lakh,2,0
Flat,Eden,Lahore,For Sale,Two,Two,Marla,3,0-5 Marla,2500000,Between 20 lakh to 30 lakh,2,2
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,Two,Two,Marla,3,0-5 Marla,2600000,Between 20 lakh to 30 lakh,2,2
Flat,Bahria Town Karachi,Karachi,For Sale,Zero,Two,Marla,4.2,0-5 Marla,2660000,Between 20 lakh to 30 lakh,2,0
Flat,Anda Mor Road,Karachi,For Sale,Two,Two,Marla,3.6,0-5 Marla,2700000,Between 20 lakh to 30 lakh,2,2
Flat,Ferozepur Road,Lahore,For Sale,Zero,Two,Marla,4,0-5 Marla,2700000,Between 20 lakh to 30 lakh,2,0
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Zero,Two,Marla,4.2,0-5 Marla,2800000,Between 20 lakh to 30 lakh,2,0
Flat,North Karachi,Karachi,For Sale,Two,Two,Marla,2.9,0-5 Marla,2900000,Between 20 lakh to 30 lakh,2,2
Flat,B-17,Islamabad,For Sale,Two,Two,Marla,3,0-5 Marla,2997000,Between 20 lakh to 30 lakh,2,2
Flat,Mozang,Lahore,For Sale,Two,Two,Marla,3,0-5 Marla,3200000,Between 30 lakh to 50 lakh,2,2
Flat,F-17,Islamabad,For Sale,Two,Two,Marla,3.7,0-5 Marla,3200000,Between 30 lakh to 50 lakh,2,2
Flat,Fazaia Housing Scheme,Karachi,For Sale,Two,Two,Marla,5.2,5-10 Marla,3230000,Between 30 lakh to 50 lakh,2,2
Flat,PAF Housing Scheme,Karachi,For Sale,Zero,Two,Marla,5.2,5-10 Marla,3230000,Between 30 lakh to 50 lakh,2,0
Flat,North Karachi,Karachi,For Sale,Two,Two,Marla,2.2,0-5 Marla,3250000,Between 30 lakh to 50 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,1.9,0-5 Marla,3300000,Between 30 lakh to 50 lakh,2,2
Flat,North Nazimabad,Karachi,For Sale,Zero,Two,Marla,3,0-5 Marla,3300000,Between 30 lakh to 50 lakh,2,0
Flat,Soan Garden,Islamabad,For Sale,Two,Two,Marla,3.3,0-5 Marla,3300000,Between 30 lakh to 50 lakh,2,2
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,One,Two,Marla,3.5,0-5 Marla,3300000,Between 30 lakh to 50 lakh,2,1
Flat,Anda Mor Road,Karachi,For Sale,Two,Two,Marla,2.9,0-5 Marla,3400000,Between 30 lakh to 50 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,2.9,0-5 Marla,3500000,Between 30 lakh to 50 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,3.8,0-5 Marla,3500000,Between 30 lakh to 50 lakh,2,2
Flat,G-13,Islamabad,For Sale,Zero,Two,Marla,5.9,5-10 Marla,3500000,Between 30 lakh to 50 lakh,2,0
Flat,Gadap Town,Karachi,For Sale,Two,Two,Marla,3.6,0-5 Marla,3520000,Between 30 lakh to 50 lakh,2,2
Flat,DHA Defence,Islamabad,For Sale,Two,Two,Marla,3.6,0-5 Marla,3600000,Between 30 lakh to 50 lakh,2,2
Flat,Khayaban-e-Amin,Lahore,For Sale,Two,Two,Marla,5,0-5 Marla,3600000,Between 30 lakh to 50 lakh,2,2
Flat,Gadap Town,Karachi,For Sale,Two,Two,Marla,3.3,0-5 Marla,3650000,Between 30 lakh to 50 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,4,0-5 Marla,3700000,Between 30 lakh to 50 lakh,2,2
Flat,PAF Housing Scheme,Karachi,For Sale,Two,Two,Marla,5.2,5-10 Marla,3760000,Between 30 lakh to 50 lakh,2,2
Flat,North Nazimabad,Karachi,For Sale,Zero,Two,Marla,3.4,0-5 Marla,3800000,Between 30 lakh to 50 lakh,2,0
Flat,Bahria Town Karachi,Karachi,For Sale,Two,Two,Marla,4.2,0-5 Marla,3800000,Between 30 lakh to 50 lakh,2,2
Flat,Abul Hassan Isphani Road,Karachi,For Sale,Zero,Two,Marla,3.3,0-5 Marla,3900000,Between 30 lakh to 50 lakh,2,0
Flat,I-12,Islamabad,For Sale,Two,Two,Marla,4.2,0-5 Marla,3965000,Between 30 lakh to 50 lakh,2,2
Flat,North Nazimabad,Karachi,For Sale,Two,Two,Marla,3.2,0-5 Marla,4000000,Between 30 lakh to 50 lakh,2,2
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Two,Two,Marla,3.3,0-5 Marla,4050000,Between 30 lakh to 50 lakh,2,2
Flat,Abul Hassan Isphani Road,Karachi,For Sale,Two,Two,Marla,3.2,0-5 Marla,4100000,Between 30 lakh to 50 lakh,2,2
Flat,Federal B Area,Karachi,For Sale,Zero,Two,Marla,3.6,0-5 Marla,4200000,Between 30 lakh to 50 lakh,2,0
Flat,Federal B Area,Karachi,For Sale,One,Two,Marla,2.9,0-5 Marla,4350000,Between 30 lakh to 50 lakh,2,1
Flat,Saddar Town,Karachi,For Sale,One,Two,Marla,1.3,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,1
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,3,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,3.8,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,2
Flat,Tariq Road,Karachi,For Sale,Zero,Two,Marla,4.2,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,0
Flat,E-11,Islamabad,For Sale,Two,Two,Marla,4.7,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,4.8,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,2
Flat,Fazaia Housing Scheme,Karachi,For Sale,Three,Two,Marla,5.8,5-10 Marla,4666000,Between 30 lakh to 50 lakh,2,3
Flat,Bahria Town Karachi,Karachi,For Sale,Two,Two,Marla,4.2,0-5 Marla,4790000,Between 30 lakh to 50 lakh,2,2
Flat,E-11,Islamabad,For Sale,Two,Two,Marla,4,0-5 Marla,4800000,Between 30 lakh to 50 lakh,2,2
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Two,Two,Marla,4.2,0-5 Marla,4800000,Between 30 lakh to 50 lakh,2,2
Flat,E-11,Islamabad,For Sale,Two,Two,Marla,3.3,0-5 Marla,4900000,Between 30 lakh to 50 lakh,2,2
Flat,Gadap Town,Karachi,For Sale,Zero,Two,Marla,5,0-5 Marla,4900000,Between 30 lakh to 50 lakh,2,0
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Zero,Two,Marla,5.4,5-10 Marla,5000000,Between 30 lakh to 50 lakh,2,0
Flat,Bahria Town Karachi,Karachi,For Sale,Two,Two,Marla,4.2,0-5 Marla,5100000,Between 50 lakh to 80 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,4.2,0-5 Marla,5200000,Between 50 lakh to 80 lakh,2,2
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,Two,Two,Marla,4,0-5 Marla,5500000,Between 50 lakh to 80 lakh,2,2
Flat,North Karachi,Karachi,For Sale,Zero,Two,Marla,4.4,0-5 Marla,5500000,Between 50 lakh to 80 lakh,2,0
Flat,Bahria Town,Islamabad,For Sale,Two,Two,Marla,3.6,0-5 Marla,5656000,Between 50 lakh to 80 lakh,2,2
Flat,E-11,Islamabad,For Sale,Two,Two,Marla,4.1,0-5 Marla,5800000,Between 50 lakh to 80 lakh,2,2
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,Two,Two,Marla,4,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Two,Marla,4,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,2
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Two,Two,Marla,4,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,2
Flat,North Nazimabad,Karachi,For Sale,Two,Two,Marla,4,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,2
Flat,Main Canal Bank Road,Lahore,For Sale,Zero,Two,Marla,4.1,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,0
Flat,Bahria Town Karachi,Karachi,For Sale,Two,Two,Marla,4.2,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,2
Flat,GT Road,Rawalpindi,For Sale,Zero,Two,Marla,4.7,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,0
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Two,Two,Marla,3.7,0-5 Marla,6100000,Between 50 lakh to 80 lakh,2,2
Flat,Bahria Town Karachi,Karachi,For Sale,Zero,Two,Marla,4.2,0-5 Marla,6200000,Between 50 lakh to 80 lakh,2,0
Flat,Northern Bypass,Karachi,For Sale,Three,Two,Marla,6.3,5-10 Marla,6422000,Between 50 lakh to 80 lakh,2,3
Flat,DHA Defence,Islamabad,For Sale,Two,Two,Marla,6.3,5-10 Marla,6500000,Between 50 lakh to 80 lakh,2,2
Flat,Nazimabad,Karachi,For Sale,Two,Two,Marla,4.7,0-5 Marla,6600000,Between 50 lakh to 80 lakh,2,2
Flat,G-11,Islamabad,For Sale,One,Two,Marla,4,0-5 Marla,7000000,Between 50 lakh to 80 lakh,2,1
Flat,I-11,Islamabad,For Sale,Two,Two,Marla,4.7,0-5 Marla,7000000,Between 50 lakh to 80 lakh,2,2
Flat,DHA Defence,Karachi,For Sale,Zero,Two,Marla,4.9,0-5 Marla,7000000,Between 50 lakh to 80 lakh,2,0
Flat,Askari,Lahore,For Sale,Two,Two,Marla,6,5-10 Marla,7000000,Between 50 lakh to 80 lakh,2,2
Flat,Saddar Town,Karachi,For Sale,Zero,Two,Marla,4.2,0-5 Marla,7200000,Between 50 lakh to 80 lakh,2,0
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,Two,Two,Marla,5.5,5-10 Marla,7500000,Between 50 lakh to 80 lakh,2,2
Flat,Bani Gala,Islamabad,For Sale,Three,Two,Marla,7.1,5-10 Marla,7500000,Between 50 lakh to 80 lakh,2,3
Flat,Gizri,Karachi,For Sale,Two,Two,Marla,5.2,5-10 Marla,7550000,Between 50 lakh to 80 lakh,2,2
Flat,F-10,Islamabad,For Sale,Two,Two,Marla,5.8,5-10 Marla,7800000,Between 50 lakh to 80 lakh,2,2
Flat,E-11,Islamabad,For Sale,Two,Two,Marla,6.2,5-10 Marla,7800000,Between 50 lakh to 80 lakh,2,2
Flat,Jamshed Town,Karachi,For Sale,Two,Two,Marla,4.4,0-5 Marla,8000000,Between 50 lakh to 80 lakh,2,2
Flat,DHA Defence,Karachi,For Sale,Two,Two,Marla,4.7,0-5 Marla,8000000,Between 50 lakh to 80 lakh,2,2
Flat,Bahria Town,Islamabad,For Sale,Two,Two,Marla,6.1,5-10 Marla,8000000,Between 50 lakh to 80 lakh,2,2
Flat,G-11,Islamabad,For Sale,Two,Two,Marla,6.7,5-10 Marla,8000000,Between 50 lakh to 80 lakh,2,2
Flat,North Nazimabad,Karachi,For Sale,Two,Two,Marla,4.8,0-5 Marla,8500000,Between 80 lakh to 1 crore,2,2
Flat,Gizri,Karachi,For Sale,Zero,Two,Marla,5.6,5-10 Marla,8500000,Between 80 lakh to 1 crore,2,0
Flat,Bahria Town,Islamabad,For Sale,Two,Two,Marla,6.1,5-10 Marla,8800000,Between 80 lakh to 1 crore,2,2
Flat,DHA Defence,Karachi,For Sale,Two,Two,Marla,4.7,0-5 Marla,9000000,Between 80 lakh to 1 crore,2,2
Flat,G-11,Islamabad,For Sale,Two,Two,Marla,4,0-5 Marla,9500000,Between 80 lakh to 1 crore,2,2
Flat,Jamshed Town,Karachi,For Sale,Two,Two,Marla,4.9,0-5 Marla,9500000,Between 80 lakh to 1 crore,2,2
Flat,G-10,Islamabad,For Sale,Two,Two,Marla,4,0-5 Marla,10000000,Between 80 lakh to 1 crore,2,2
Flat,The Springs,Islamabad,For Sale,Two,Two,Marla,5.8,5-10 Marla,10000000,Between 80 lakh to 1 crore,2,2
Flat,G-11,Islamabad,For Sale,Zero,Two,Marla,4,0-5 Marla,10500000,Between 1 to 5 crore,2,0
Flat,E-11,Islamabad,For Sale,Four,Two,Marla,6.6,5-10 Marla,11500000,Between 1 to 5 crore,2,4
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Three,Two,Marla,5.6,5-10 Marla,12000000,Between 1 to 5 crore,2,3
Flat,Defence View Society,Karachi,For Sale,Two,Two,Marla,4.7,0-5 Marla,12400000,Between 1 to 5 crore,2,2
Flat,Gulberg,Islamabad,For Sale,Two,Two,Marla,6.9,5-10 Marla,12500000,Between 1 to 5 crore,2,2
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Two,Two,Marla,5,0-5 Marla,15000000,Between 1 to 5 crore,2,2
Flat,DHA Defence,Karachi,For Sale,Two,Two,Marla,4,0-5 Marla,16000000,Between 1 to 5 crore,2,2
Flat,Clifton,Karachi,For Sale,Two,Two,Marla,5.9,5-10 Marla,20500000,Between 1 to 5 crore,2,2
Flat,F-10,Islamabad,For Sale,One,Two,Marla,4.4,0-5 Marla,25000000,Between 1 to 5 crore,2,1
Flat,Jinnah Avenue,Islamabad,For Sale,Two,Two,Marla,6.6,5-10 Marla,27100000,Between 1 to 5 crore,2,2
Flat,Jinnah Avenue,Islamabad,For Sale,Two,Two,Marla,6.9,5-10 Marla,27900000,Between 1 to 5 crore,2,2
Flat,F-8,Islamabad,For Sale,Two,Two,Marla,6.7,5-10 Marla,29500000,Between 1 to 5 crore,2,2
Flat,DHA Defence,Karachi,For Sale,Two,Two,Marla,7.3,5-10 Marla,30000000,Between 1 to 5 crore,2,2
Flat,Diplomatic Enclave,Islamabad,For Sale,Three,Two,Marla,8,5-10 Marla,33000000,Between 1 to 5 crore,2,3
Flat,DHA Defence,Karachi,For Sale,Three,Two,Marla,9.1,5-10 Marla,35000000,Between 1 to 5 crore,2,3
Flat,Diplomatic Enclave,Islamabad,For Sale,Two,Two,Marla,6.7,5-10 Marla,43000000,Between 1 to 5 crore,2,2
Flat,Diplomatic Enclave,Islamabad,For Sale,Two,Two,Marla,8.9,5-10 Marla,46000000,Between 1 to 5 crore,2,2
Flat,DHA Defence,Karachi,For Sale,Two,Two,Marla,9.7,5-10 Marla,46000000,Between 1 to 5 crore,2,2
Flat,Diplomatic Enclave,Islamabad,For Sale,Two,Two,Marla,7.8,5-10 Marla,48000000,Between 1 to 5 crore,2,2
Flat,Delhi Colony,Karachi,For Sale,Two,Three,Marla,3.2,0-5 Marla,2700000,Between 20 lakh to 30 lakh,3,2
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Two,Three,Marla,5.6,5-10 Marla,3000000,Between 20 lakh to 30 lakh,3,2
Flat,North Karachi,Karachi,For Sale,Two,Three,Marla,3.2,0-5 Marla,4000000,Between 30 lakh to 50 lakh,3,2
Flat,Gizri,Karachi,For Sale,Two,Three,Marla,7.1,5-10 Marla,4000000,Between 30 lakh to 50 lakh,3,2
Flat,Federal B Area,Karachi,For Sale,Two,Three,Kanal,1.8,1-5 Kanal,4700000,Between 30 lakh to 50 lakh,3,2
Flat,Scheme 33,Karachi,For Sale,Three,Three,Marla,3.6,0-5 Marla,4848000,Between 30 lakh to 50 lakh,3,3
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Three,Three,Marla,7.1,5-10 Marla,5000000,Between 30 lakh to 50 lakh,3,3
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Three,Three,Marla,5.3,5-10 Marla,5200000,Between 50 lakh to 80 lakh,3,3
Flat,Federal B Area,Karachi,For Sale,Two,Three,Marla,4.5,0-5 Marla,6000000,Between 50 lakh to 80 lakh,3,2
Flat,Faisal Town,Lahore,For Sale,Three,Three,Marla,5,0-5 Marla,6000000,Between 50 lakh to 80 lakh,3,3
Flat,North Nazimabad,Karachi,For Sale,Zero,Three,Marla,5.8,5-10 Marla,6000000,Between 50 lakh to 80 lakh,3,0
Flat,Gulistan-e-Jauhar,Karachi,For Sale,Three,Three,Marla,6,5-10 Marla,6200000,Between 50 lakh to 80 lakh,3,3
Flat,E-11,Islamabad,For Sale,Three,Three,Marla,5.3,5-10 Marla,6300000,Between 50 lakh to 80 lakh,3,3
Flat,Tariq Road,Karachi,For Sale,Zero,Three,Marla,5.3,5-10 Marla,6700000,Between 50 lakh to 80 lakh,3,0
Flat,Gadap Town,Karachi,For Sale,Three,Three,Marla,6.2,5-10 Marla,6850000,Between 50 lakh to 80 lakh,3,3
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Zero,Three,Marla,4.6,0-5 Marla,6900000,Between 50 lakh to 80 lakh,3,0
Flat,E-11,Islamabad,For Sale,Three,Three,Marla,5.6,5-10 Marla,6900000,Between 50 lakh to 80 lakh,3,3
Flat,DHA Defence,Karachi,For Sale,Zero,Three,Marla,5.1,5-10 Marla,7000000,Between 50 lakh to 80 lakh,3,0
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Three,Three,Marla,5.3,5-10 Marla,7000000,Between 50 lakh to 80 lakh,3,3
Flat,Garden West,Karachi,For Sale,Four,Three,Marla,6,5-10 Marla,7000000,Between 50 lakh to 80 lakh,3,4
Flat,Bahria Town Rawalpindi,Rawalpindi,For Sale,Three,Three,Marla,4.7,0-5 Marla,7500000,Between 50 lakh to 80 lakh,3,3
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Three,Three,Marla,5,0-5 Marla,7500000,Between 50 lakh to 80 lakh,3,3
Flat,Gulshan-e-Iqbal Town,Karachi,For Sale,Three,Three,Marla,5.4,5-10 Marla,7500000,Between 50 lakh to 80 lakh,3,3
