property_type,location,city,purpose,baths,bathroom,AreaType,AreaSize,AreaCategory,price,priceinrange,noofbedrooms,noofbaths
House,DHA Defence,Islamabad,For Sale,Seven,Seven,Marla,16,15-20 Marla,36000000,Between 1 to 5 crore,7,7
House,E-11,Islamabad,For Sale,Seven,Seven,Marla,10,5-10 Marla,38000000,Between 1 to 5 crore,7,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Seven,Kanal,1,1-5 Kanal,40000000,Between 1 to 5 crore,7,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Seven,Kanal,1.5,1-5 Kanal,40000000,Between 1 to 5 crore,7,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Seven,Kanal,1,1-5 Kanal,41000000,Between 1 to 5 crore,7,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Seven,Kanal,1,1-5 Kanal,42500000,Between 1 to 5 crore,7,8
House,Westridge,Rawalpindi,For Sale,Seven,Seven,Kanal,1.1,1-5 Kanal,45000000,Between 1 to 5 crore,7,7
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Seven,Seven,Marla,8,5-10 Marla,45000000,Between 1 to 5 crore,7,7
House,Paragon City,Lahore,For Sale,Eight,Seven,Kanal,1,1-5 Kanal,47500000,Between 1 to 5 crore,7,8
House,DHA Defence,Islamabad,For Sale,Seven,Seven,Kanal,1,1-5 Kanal,50000000,Between 1 to 5 crore,7,7
House,Emaar Canyon Views,Islamabad,For Sale,Seven,Seven,Kanal,1.8,1-5 Kanal,55000000,Between 5 to 10 crore,7,7
House,Abdalians Cooperative Housing Society,Lahore,For Sale,Nine,Seven,Kanal,1,1-5 Kanal,55500000,Between 5 to 10 crore,7,9
House,E-11,Islamabad,For Sale,Ten,Seven,Marla,18,15-20 Marla,64000000,Between 5 to 10 crore,7,10
House,DHA Defence,Lahore,For Sale,Eight,Seven,Kanal,2,1-5 Kanal,67500000,Between 5 to 10 crore,7,8
House,Naval Anchorage,Islamabad,For Sale,Eight,Seven,Kanal,2,1-5 Kanal,67500000,Between 5 to 10 crore,7,8
House,Paragon City,Lahore,For Sale,Seven,Seven,Kanal,2,1-5 Kanal,72500000,Between 5 to 10 crore,7,7
House,Jamshed Town,Karachi,For Sale,Eight,Seven,Kanal,1.2,1-5 Kanal,77500000,Between 5 to 10 crore,7,8
House,DHA Defence,Islamabad,For Sale,Seven,Seven,Kanal,2,1-5 Kanal,80000000,Between 5 to 10 crore,7,7
House,E-11,Islamabad,For Sale,Nine,Seven,Kanal,1,1-5 Kanal,85000000,Between 5 to 10 crore,7,9
House,Cavalry Ground,Lahore,For Sale,Ten,Seven,Kanal,2,1-5 Kanal,100000000,Between 5 to 10 crore,7,10
House,DHA Defence,Lahore,For Sale,Eight,Seven,Kanal,2,1-5 Kanal,102500000,Above 10 crore,7,8
House,F-11,Islamabad,For Sale,Ten,Seven,Kanal,1,1-5 Kanal,105000000,Above 10 crore,7,10
House,DHA Defence,Lahore,For Sale,Seven,Seven,Kanal,2,1-5 Kanal,108500000,Above 10 crore,7,7
House,DHA Defence,Karachi,For Sale,Zero,Seven,Kanal,1.3,1-5 Kanal,135000000,Above 10 crore,7,0
House,DHA Defence,Karachi,For Sale,Seven,Seven,Kanal,2,1-5 Kanal,140000000,Above 10 crore,7,7
House,F-7,Islamabad,For Sale,Seven,Seven,Kanal,1.8,1-5 Kanal,150000000,Above 10 crore,7,7
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Seven,Seven,Kanal,2,1-5 Kanal,150000000,Above 10 crore,7,7
House,F-7,Islamabad,For Sale,Eight,Seven,Kanal,1.3,1-5 Kanal,180000000,Above 10 crore,7,8
House,DHA Defence,Karachi,For Sale,Seven,Seven,Kanal,2,1-5 Kanal,185000000,Above 10 crore,7,7
House,Gulberg,Lahore,For Sale,Eight,Seven,Kanal,6,5-10 Kanal,350000000,Above 10 crore,7,8
House,Girja Road,Rawalpindi,For Sale,Two,Eight,Marla,5,0-5 Marla,3000000,Between 20 lakh to 30 lakh,8,2
House,North Karachi,Karachi,For Sale,Five,Eight,Marla,3,0-5 Marla,6500000,Between 50 lakh to 80 lakh,8,5
House,Malir,Karachi,For Sale,Zero,Eight,Marla,3.2,0-5 Marla,8000000,Between 50 lakh to 80 lakh,8,0
House,Tulsa Road,Rawalpindi,For Sale,Eight,Eight,Marla,10,5-10 Marla,11000000,Between 1 to 5 crore,8,8
House,Peshawar Road,Rawalpindi,For Sale,Eight,Eight,Marla,12,10-15 Marla,14800000,Between 1 to 5 crore,8,8
House,Korang Town,Islamabad,For Sale,Eight,Eight,Kanal,1,1-5 Kanal,27000000,Between 1 to 5 crore,8,8
House,G-13,Islamabad,For Sale,Ten,Eight,Marla,10,5-10 Marla,31000000,Between 1 to 5 crore,8,10
House,B-17,Islamabad,For Sale,Ten,Eight,Kanal,1,1-5 Kanal,32000000,Between 1 to 5 crore,8,10
House,Mughalpura,Lahore,For Sale,Eight,Eight,Marla,17,15-20 Marla,32500000,Between 1 to 5 crore,8,8
House,Ghauri Town,Islamabad,For Sale,Eight,Eight,Kanal,1.6,1-5 Kanal,34500000,Between 1 to 5 crore,8,8
House,Lalazar,Rawalpindi,For Sale,Eight,Eight,Kanal,2,1-5 Kanal,40000000,Between 1 to 5 crore,8,8
House,Gulshan-e-Ravi,Lahore,For Sale,Eight,Eight,Kanal,1.1,1-5 Kanal,42500000,Between 1 to 5 crore,8,8
House,Bani Gala,Islamabad,For Sale,Eight,Eight,Kanal,1.5,1-5 Kanal,48000000,Between 1 to 5 crore,8,8
House,Cantt,Lahore,For Sale,Zero,Eight,Kanal,1.1,1-5 Kanal,59500000,Between 5 to 10 crore,8,0
House,Federal B Area,Karachi,For Sale,Eight,Eight,Kanal,1,1-5 Kanal,60000000,Between 5 to 10 crore,8,8
House,Eden,Lahore,For Sale,Nine,Eight,Kanal,1.4,1-5 Kanal,62500000,Between 5 to 10 crore,8,9
House,DHA Defence,Lahore,For Sale,Eight,Eight,Kanal,2.2,1-5 Kanal,70000000,Between 5 to 10 crore,8,8
House,Cantt,Karachi,For Sale,Nine,Eight,Kanal,1.1,1-5 Kanal,77500000,Between 5 to 10 crore,8,9
House,Gulberg,Lahore,For Sale,Seven,Eight,Kanal,1,1-5 Kanal,125000000,Above 10 crore,8,7
House,E-7,Islamabad,For Sale,Eight,Eight,Kanal,1.9,1-5 Kanal,350000000,Above 10 crore,8,8
House,F-8,Islamabad,For Sale,Nine,Eight,Kanal,5,1-5 Kanal,350000000,Above 10 crore,8,9
House,GOR,Lahore,For Sale,Eight,Eight,Kanal,6.5,5-10 Kanal,620000000,Above 10 crore,8,8
House,Chak Shahzad,Islamabad,For Sale,Nine,Nine,Marla,7,5-10 Marla,15500000,Between 1 to 5 crore,9,9
House,Westridge,Rawalpindi,For Sale,Eight,Nine,Marla,9.3,5-10 Marla,17500000,Between 1 to 5 crore,9,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Nine,Kanal,1,1-5 Kanal,34800000,Between 1 to 5 crore,9,6
House,G-13,Islamabad,For Sale,Ten,Nine,Marla,11,10-15 Marla,42000000,Between 1 to 5 crore,9,10
House,G-13,Islamabad,For Sale,Nine,Nine,Marla,10.9,10-15 Marla,46500000,Between 1 to 5 crore,9,9
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Nine,Nine,Kanal,1,1-5 Kanal,55000000,Between 5 to 10 crore,9,9
House,E-11,Islamabad,For Sale,Nine,Nine,Kanal,1,1-5 Kanal,90000000,Between 5 to 10 crore,9,9
House,F-11,Islamabad,For Sale,Nine,Nine,Kanal,1,1-5 Kanal,95000000,Between 5 to 10 crore,9,9
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Nine,Nine,Marla,9.6,5-10 Marla,100000000,Between 5 to 10 crore,9,9
House,Eden,Lahore,For Sale,Nine,Nine,Kanal,2,1-5 Kanal,125000000,Above 10 crore,9,9
House,DHA Defence,Karachi,For Sale,Ten,Nine,Kanal,1.6,1-5 Kanal,140000000,Above 10 crore,9,10
House,F-11,Islamabad,For Sale,Six,Nine,Kanal,2,1-5 Kanal,140000000,Above 10 crore,9,6
House,F-8,Islamabad,For Sale,Nine,Nine,Kanal,1.3,1-5 Kanal,190000000,Above 10 crore,9,9
House,F-6,Islamabad,For Sale,Ten,Nine,Kanal,4.8,1-5 Kanal,850000000,Above 10 crore,9,10
House,Judicial Colony,Rawalpindi,For Sale,Eight,Ten,Kanal,1,1-5 Kanal,30000000,Between 1 to 5 crore,10,8
House,Township,Lahore,For Sale,Ten,Ten,Kanal,1,1-5 Kanal,30000000,Between 1 to 5 crore,10,10
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Ten,Ten,Kanal,1,1-5 Kanal,35000000,Between 1 to 5 crore,10,10
House,E-11,Islamabad,For Sale,Ten,Ten,Kanal,1,1-5 Kanal,74800000,Between 5 to 10 crore,10,10
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Zero,Ten,Kanal,1.2,1-5 Kanal,95000000,Between 5 to 10 crore,10,0
House,Green Fort,Lahore,For Sale,Ten,Ten,Kanal,4,1-5 Kanal,200000000,Above 10 crore,10,10
House,F-7,Islamabad,For Sale,Ten,Ten,Kanal,2.1,1-5 Kanal,220000000,Above 10 crore,10,10
House,F-8,Islamabad,For Sale,Ten,Ten,Kanal,3.6,1-5 Kanal,320000000,Above 10 crore,10,10
House,Malir,Karachi,For Sale,Five,Eleven,Marla,11.2,10-15 Marla,25000000,Between 1 to 5 crore,11,5
House,Nazimabad,Karachi,For Sale,Eight,Eleven,Marla,13.4,10-15 Marla,40000000,Between 1 to 5 crore,11,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Ten,Eleven,Kanal,1,1-5 Kanal,59000000,Between 5 to 10 crore,11,10
House,Sabzazar Scheme,Lahore,For Sale,Ten,Eleven,Kanal,2,1-5 Kanal,120000000,Above 10 crore,11,10
House,F-6,Islamabad,For Sale,Ten,Eleven,Kanal,4.3,1-5 Kanal,350000000,Above 10 crore,11,10
House,Westridge,Rawalpindi,For Sale,Ten,Twelve,Kanal,1.2,1-5 Kanal,31500000,Between 1 to 5 crore,12,10
Lower Portion,Gulistan-e-Jauhar,Karachi,For Rent,Zero,Zero,Marla,4.8,0-5 Marla,22000,Between zero to twenty-five thousand,0,0
Lower Portion,G-15,Islamabad,For Rent,Zero,Zero,Marla,7,5-10 Marla,23000,Between zero to twenty-five thousand,0,0
Lower Portion,Airport Housing Society,Rawalpindi,For Rent,Zero,Zero,Marla,14,10-15 Marla,30000,Between twenty-five to fifty thousand,0,0
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Zero,Zero,Marla,9.6,5-10 Marla,35000,Between twenty-five to fifty thousand,0,0
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Zero,Zero,Marla,9.6,5-10 Marla,40000,Between twenty-five to fifty thousand,0,0
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Zero,Zero,Marla,9.6,5-10 Marla,45000,Between twenty-five to fifty thousand,0,0
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Zero,Zero,Marla,9.6,5-10 Marla,55000,Between fifty thousand to 1 lakh,0,0
Lower Portion,Khalid Bin Walid Road,Karachi,For Rent,Zero,Zero,Marla,6.7,5-10 Marla,60000,Between fifty thousand to 1 lakh,0,0
Lower Portion,Navy Housing Scheme Karsaz,Karachi,For Rent,Zero,Zero,Marla,14,10-15 Marla,80000,Between fifty thousand to 1 lakh,0,0
Lower Portion,Satellite Town,Rawalpindi,For Rent,Zero,One,Marla,3,0-5 Marla,15000,Between zero to twenty-five thousand,1,0
Lower Portion,Rachna Town,Faisalabad,For Rent,Two,Two,Marla,5,0-5 Marla,12000,Between zero to twenty-five thousand,2,2
Lower Portion,High Court Road,Rawalpindi,For Rent,Zero,Two,Marla,5,0-5 Marla,15000,Between zero to twenty-five thousand,2,0
Lower Portion,Afshan Colony,Rawalpindi,For Rent,Zero,Two,Marla,5,0-5 Marla,16000,Between zero to twenty-five thousand,2,0
Lower Portion,Airport Housing Society,Rawalpindi,For Rent,Three,Two,Marla,6,5-10 Marla,16000,Between zero to twenty-five thousand,2,3
Lower Portion,Islamabad Expressway,Islamabad,For Rent,Two,Two,Marla,5,0-5 Marla,17000,Between zero to twenty-five thousand,2,2
Lower Portion,North Nazimabad,Karachi,For Rent,Two,Two,Marla,4,0-5 Marla,18000,Between zero to twenty-five thousand,2,2
Lower Portion,Canal Road,Faisalabad,For Rent,Three,Two,Marla,5,0-5 Marla,18000,Between zero to twenty-five thousand,2,3
Lower Portion,North Karachi,Karachi,For Rent,Two,Two,Marla,4.8,0-5 Marla,19000,Between zero to twenty-five thousand,2,2
Lower Portion,New Karachi,Karachi,For Rent,Two,Two,Marla,5.1,5-10 Marla,19000,Between zero to twenty-five thousand,2,2
Lower Portion,Peoples Colony No 1,Faisalabad,For Rent,One,Two,Marla,2.7,0-5 Marla,20000,Between zero to twenty-five thousand,2,1
Lower Portion,Ghauri Town,Islamabad,For Rent,Three,Two,Marla,5,0-5 Marla,20000,Between zero to twenty-five thousand,2,3
Lower Portion,North Karachi,Karachi,For Rent,Three,Two,Marla,5.2,5-10 Marla,23000,Between zero to twenty-five thousand,2,3
Lower Portion,G-15,Islamabad,For Rent,Three,Two,Marla,7,5-10 Marla,24000,Between zero to twenty-five thousand,2,3
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Two,Two,Marla,7,5-10 Marla,24000,Between zero to twenty-five thousand,2,2
Lower Portion,Muslim Town,Faisalabad,For Rent,Three,Two,Marla,8,5-10 Marla,25000,Between zero to twenty-five thousand,2,3
Lower Portion,North Karachi,Karachi,For Rent,Three,Two,Marla,9.6,5-10 Marla,25000,Between zero to twenty-five thousand,2,3
Lower Portion,Madina Town,Faisalabad,For Rent,Three,Two,Marla,12,10-15 Marla,30000,Between twenty-five to fifty thousand,2,3
Lower Portion,Airport Housing Society,Rawalpindi,For Rent,Two,Two,Marla,14,10-15 Marla,30000,Between twenty-five to fifty thousand,2,2
Lower Portion,G-9,Islamabad,For Rent,Two,Two,Marla,5,0-5 Marla,33000,Between twenty-five to fifty thousand,2,2
Lower Portion,G-15,Islamabad,For Rent,Two,Two,Marla,8,5-10 Marla,33000,Between twenty-five to fifty thousand,2,2
Lower Portion,Madina Town,Faisalabad,For Rent,Zero,Two,Marla,7.1,5-10 Marla,35000,Between twenty-five to fifty thousand,2,0
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Three,Two,Marla,10,5-10 Marla,35000,Between twenty-five to fifty thousand,2,3
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Zero,Two,Marla,10,5-10 Marla,35000,Between twenty-five to fifty thousand,2,0
Lower Portion,E-11,Islamabad,For Rent,Two,Two,Marla,6,5-10 Marla,38000,Between twenty-five to fifty thousand,2,2
Lower Portion,E-11,Islamabad,For Rent,Two,Two,Marla,6,5-10 Marla,45000,Between twenty-five to fifty thousand,2,2
Lower Portion,F-11,Islamabad,For Rent,Two,Two,Marla,9.3,5-10 Marla,45000,Between twenty-five to fifty thousand,2,2
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Three,Two,Kanal,1,1-5 Kanal,50000,Between twenty-five to fifty thousand,2,3
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Two,Two,Marla,12,10-15 Marla,55000,Between fifty thousand to 1 lakh,2,2
Lower Portion,G-8,Islamabad,For Rent,Two,Two,Marla,9.3,5-10 Marla,60000,Between fifty thousand to 1 lakh,2,2
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Three,Two,Marla,10,5-10 Marla,80000,Between fifty thousand to 1 lakh,2,3
Lower Portion,DHA Defence,Karachi,For Rent,Zero,Two,Kanal,1,1-5 Kanal,90000,Between fifty thousand to 1 lakh,2,0
Lower Portion,Ghauri Town,Rawalpindi,For Rent,Two,Three,Marla,5,0-5 Marla,12000,Between zero to twenty-five thousand,3,2
Lower Portion,Sangar Town,Rawalpindi,For Rent,Zero,Three,Marla,5,0-5 Marla,18000,Between zero to twenty-five thousand,3,0
Lower Portion,Scheme 33,Karachi,For Rent,Two,Three,Marla,6.4,5-10 Marla,20000,Between zero to twenty-five thousand,3,2
Lower Portion,Soan Garden,Islamabad,For Rent,Three,Three,Marla,7,5-10 Marla,21000,Between zero to twenty-five thousand,3,3
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Four,Three,Marla,10,5-10 Marla,29500,Between twenty-five to fifty thousand,3,4
Lower Portion,Malir,Karachi,For Rent,Three,Three,Marla,9.6,5-10 Marla,35000,Between twenty-five to fifty thousand,3,3
Lower Portion,Malir Link To Super Highway,Karachi,For Rent,Three,Three,Marla,9.6,5-10 Marla,35000,Between twenty-five to fifty thousand,3,3
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Three,Three,Marla,6.4,5-10 Marla,40000,Between twenty-five to fifty thousand,3,3
Lower Portion,North Nazimabad,Karachi,For Rent,Three,Three,Marla,8,5-10 Marla,45000,Between twenty-five to fifty thousand,3,3
Lower Portion,Askari 7,Rawalpindi,For Rent,Three,Three,Marla,10,5-10 Marla,48000,Between twenty-five to fifty thousand,3,3
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Zero,Three,Kanal,1,1-5 Kanal,50000,Between twenty-five to fifty thousand,3,0
Lower Portion,Federal B Area,Karachi,For Rent,Zero,Three,Marla,10,5-10 Marla,50000,Between twenty-five to fifty thousand,3,0
Lower Portion,DHA Defence,Islamabad,For Rent,Four,Three,Kanal,1,1-5 Kanal,60000,Between fifty thousand to 1 lakh,3,4
Lower Portion,North Nazimabad,Karachi,For Rent,Zero,Three,Marla,16.8,15-20 Marla,62000,Between fifty thousand to 1 lakh,3,0
Lower Portion,I-8,Islamabad,For Rent,Four,Three,Marla,12.4,10-15 Marla,65000,Between fifty thousand to 1 lakh,3,4
Lower Portion,Malir,Karachi,For Rent,Three,Three,Kanal,1,1-5 Kanal,68000,Between fifty thousand to 1 lakh,3,3
Lower Portion,Malir,Karachi,For Rent,Three,Three,Kanal,1,1-5 Kanal,70000,Between fifty thousand to 1 lakh,3,3
Lower Portion,Westridge,Rawalpindi,For Rent,Three,Three,Kanal,1,1-5 Kanal,85000,Between fifty thousand to 1 lakh,3,3
Lower Portion,F-10,Islamabad,For Rent,Zero,Three,Kanal,1,1-5 Kanal,85000,Between fifty thousand to 1 lakh,3,0
Lower Portion,DHA Defence,Karachi,For Rent,Zero,Three,Kanal,1,1-5 Kanal,100000,Between fifty thousand to 1 lakh,3,0
Lower Portion,F-11,Islamabad,For Rent,Three,Three,Kanal,1.3,1-5 Kanal,100000,Between fifty thousand to 1 lakh,3,3
Lower Portion,F-11,Islamabad,For Rent,Three,Three,Kanal,1,1-5 Kanal,110000,Between 1 to 5 lakh,3,3
Lower Portion,F-11,Islamabad,For Rent,Three,Three,Kanal,1.2,1-5 Kanal,110000,Between 1 to 5 lakh,3,3
Lower Portion,F-11,Islamabad,For Rent,Three,Three,Kanal,1.3,1-5 Kanal,110000,Between 1 to 5 lakh,3,3
Lower Portion,F-10,Islamabad,For Rent,Four,Three,Kanal,1.3,1-5 Kanal,120000,Between 1 to 5 lakh,3,4
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Three,Three,Kanal,2,1-5 Kanal,130000,Between 1 to 5 lakh,3,3
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Three,Three,Marla,16,15-20 Marla,150000,Between 1 to 5 lakh,3,3
Lower Portion,F-6,Islamabad,For Rent,Three,Three,Marla,16,15-20 Marla,200000,Between 1 to 5 lakh,3,3
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Three,Four,Marla,8.9,5-10 Marla,70000,Between fifty thousand to 1 lakh,4,3
Lower Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Four,Four,Kanal,1.2,1-5 Kanal,88000,Between fifty thousand to 1 lakh,4,4
Lower Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Six,Six,Marla,7,5-10 Marla,35000,Between twenty-five to fifty thousand,6,6
Lower Portion,Johar Town,Lahore,For Sale,Zero,One,Marla,5,0-5 Marla,5000000,Between 30 lakh to 50 lakh,1,0
Lower Portion,Federal B Area,Karachi,For Sale,One,Two,Marla,1.8,0-5 Marla,2000000,Between 10 lakh to 20 lakh,2,1
Lower Portion,Eden,Lahore,For Sale,One,Two,Marla,3,0-5 Marla,3200000,Between 30 lakh to 50 lakh,2,1
Lower Portion,Baloch Colony,Karachi,For Sale,Two,Two,Marla,8,5-10 Marla,15000000,Between 1 to 5 crore,2,2
Lower Portion,Federal B Area,Karachi,For Sale,Three,Three,Marla,4.8,0-5 Marla,5900000,Between 50 lakh to 80 lakh,3,3
Lower Portion,Cantt,Karachi,For Sale,Two,Three,Marla,4.8,0-5 Marla,8500000,Between 80 lakh to 1 crore,3,2
Lower Portion,Gulistan-e-Jauhar,Karachi,For Sale,Three,Three,Marla,12,10-15 Marla,17500000,Between 1 to 5 crore,3,3
Lower Portion,Federal B Area,Karachi,For Sale,Zero,Four,Marla,4.8,0-5 Marla,4600000,Between 30 lakh to 50 lakh,4,0
Penthouse,Jamshed Town,Karachi,For Sale,Zero,Two,Marla,3.6,0-5 Marla,6000000,Between 50 lakh to 80 lakh,2,0
Penthouse,Gulshan-e-Iqbal Town,Karachi,For Sale,Two,Three,Marla,7.8,5-10 Marla,10500000,Between 1 to 5 crore,3,2
Penthouse,Delhi Colony,Karachi,For Sale,Three,Three,Marla,8,5-10 Marla,11800000,Between 1 to 5 crore,3,3
Penthouse,Nazimabad,Karachi,For Sale,Three,Three,Marla,5.3,5-10 Marla,12200000,Between 1 to 5 crore,3,3
Penthouse,Northern Bypass,Karachi,For Sale,Four,Three,Marla,10.4,10-15 Marla,12300000,Between 1 to 5 crore,3,4
Penthouse,Gulshan-e-Iqbal Town,Karachi,For Sale,Three,Three,Marla,7.6,5-10 Marla,15000000,Between 1 to 5 crore,3,3
Penthouse,F-10,Islamabad,For Sale,Six,Three,Kanal,1.7,1-5 Kanal,130000000,Above 10 crore,3,6
Penthouse,Northern Bypass,Karachi,For Sale,Five,Four,Marla,15.9,15-20 Marla,18700000,Between 1 to 5 crore,4,5
Penthouse,Bahria Town Rawalpindi,Rawalpindi,For Sale,Four,Four,Marla,10,5-10 Marla,25000000,Between 1 to 5 crore,4,4
Penthouse,Northern Bypass,Karachi,For Sale,Six,Five,Kanal,1.1,1-5 Kanal,26500000,Between 1 to 5 crore,5,6
Penthouse,F-11,Islamabad,For Sale,Five,Five,Kanal,1,1-5 Kanal,40000000,Between 1 to 5 crore,5,5
Penthouse,Satellite Town,Rawalpindi,For Sale,Zero,Seven,Marla,14,10-15 Marla,58000000,Between 5 to 10 crore,7,0
Room,Gulshan-e-Iqbal Town,Karachi,For Rent,Zero,Zero,Marla,1.1,0-5 Marla,8000,Between zero to twenty-five thousand,0,0
Room,Korangi,Karachi,For Rent,Zero,Zero,Marla,4.8,0-5 Marla,10000,Between zero to twenty-five thousand,0,0
Room,Gulshan-e-Iqbal Town,Karachi,For Rent,One,One,Marla,9.6,5-10 Marla,8000,Between zero to twenty-five thousand,1,1
Room,G-11,Islamabad,For Rent,One,One,Marla,1.6,0-5 Marla,15000,Between zero to twenty-five thousand,1,1
Room,G-9,Islamabad,For Rent,One,One,Marla,10,5-10 Marla,16000,Between zero to twenty-five thousand,1,1
Room,G-11,Islamabad,For Rent,Zero,One,Marla,1.8,0-5 Marla,20000,Between zero to twenty-five thousand,1,0
Room,DHA Defence,Karachi,For Rent,One,One,Marla,7.1,5-10 Marla,23000,Between zero to twenty-five thousand,1,1
Room,DHA Defence,Karachi,For Rent,Three,Three,Marla,20,15-20 Marla,50000,Between twenty-five to fifty thousand,3,3
Upper Portion,Malir,Karachi,For Rent,Zero,Zero,Marla,4.8,0-5 Marla,20000,Between zero to twenty-five thousand,0,0
Upper Portion,Federal B Area,Karachi,For Rent,Zero,Zero,Marla,6,5-10 Marla,35000,Between twenty-five to fifty thousand,0,0
Upper Portion,Gulshan-e-Iqbal Town,Karachi,For Rent,Zero,Zero,Marla,9.6,5-10 Marla,45000,Between twenty-five to fifty thousand,0,0
Upper Portion,Satellite Town,Rawalpindi,For Rent,Zero,One,Marla,5,0-5 Marla,25000,Between zero to twenty-five thousand,1,0
Upper Portion,Bhara kahu,Islamabad,For Rent,Two,Two,Marla,5,0-5 Marla,12000,Between zero to twenty-five thousand,2,2
Upper Portion,Airport Housing Society,Rawalpindi,For Rent,Two,Two,Marla,6,5-10 Marla,12000,Between zero to twenty-five thousand,2,2
Upper Portion,Peoples Colony No 2,Faisalabad,For Rent,Three,Two,Marla,7,5-10 Marla,15000,Between zero to twenty-five thousand,2,3
Upper Portion,Ayub Colony,Rawalpindi,For Rent,Two,Two,Marla,6,5-10 Marla,16000,Between zero to twenty-five thousand,2,2
Upper Portion,Chaklala Scheme,Rawalpindi,For Rent,Two,Two,Marla,6,5-10 Marla,16000,Between zero to twenty-five thousand,2,2
Upper Portion,Malir,Karachi,For Rent,Zero,Two,Marla,5.2,5-10 Marla,17000,Between zero to twenty-five thousand,2,0
Upper Portion,Rachna Town,Faisalabad,For Rent,Three,Two,Marla,10,5-10 Marla,17000,Between zero to twenty-five thousand,2,3
Upper Portion,Ayub Colony,Rawalpindi,For Rent,Two,Two,Marla,6,5-10 Marla,18000,Between zero to twenty-five thousand,2,2
Upper Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Two,Two,Marla,9,5-10 Marla,20000,Between zero to twenty-five thousand,2,2
Upper Portion,Malir,Karachi,For Rent,Zero,Two,Marla,9.6,5-10 Marla,21000,Between zero to twenty-five thousand,2,0
Upper Portion,North Karachi,Karachi,For Rent,Two,Two,Marla,4.8,0-5 Marla,23000,Between zero to twenty-five thousand,2,2
Upper Portion,National Police Foundation O-9,Islamabad,For Rent,Three,Two,Marla,10,5-10 Marla,28000,Between twenty-five to fifty thousand,2,3
Upper Portion,Sarwar Road,Rawalpindi,For Rent,Three,Two,Marla,10,5-10 Marla,35000,Between twenty-five to fifty thousand,2,3
Upper Portion,Bahria Town Rawalpindi,Rawalpindi,For Rent,Two,Two,Marla,10,5-10 Marla,35000,Between twenty-five to fifty thousand,2,2
Upper Portion,Malir,Karachi,For Rent,Two,Two,Kanal,1,1-5 Kanal,45000,Between twenty-five to fifty thousand,2,2
Upper Portion,F-8,Islamabad,For Rent,Two,Two,Kanal,1,1-5 Kanal,130000,Between 1 to 5 lakh,2,2
Upper Portion,Chibban,Faisalabad,For Rent,One,Three,Marla,5,0-5 Marla,10000,Between zero to twenty-five thousand,3,1
Upper Portion,Satellite Town,Rawalpindi,For Rent,Zero,Three,Marla,7,5-10 Marla,22000,Between zero to twenty-five thousand,3,0
Upper Portion,G-15,Islamabad,For Rent,Two,Three,Marla,7,5-10 Marla,23000,Between zero to twenty-five thousand,3,2
